BuildingType;PrimaryPropertyType;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1989;1.0;3;26419;6922;19497;Office;26419.0;none;0.0;none;0.0;67.0;40.70000076;40.70000076;127.8000031;127.8000031;1074989.0;1074989.0;0.0;315061.1875;1074989.0;0.0;0.0;7.49;0.28
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1979;1.0;3;25262;0;25262;Office;25262.0;none;0.0;none;0.0;54.0;58.20000076;59.70000076;158.3000031;159.8999939;1469556.25;1508578.25;0.0;344277.3125;1174674.0;2948.820068;294882.0;23.85;0.94
NonResidential;Other;LAKE UNION;1996;0.0;3;53103;0;53103;Other;38723.0;none;0.0;none;0.0;;126.0;126.0;390.7000122;390.7999878;4877959.0;4879644.0;0.0;1403539.875;4788878.0;890.7999878;89080.0;38.12;0.72
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1980;1.0;3;34106;0;34106;Office;32739.0;none;0.0;none;0.0;57.0;49.5;54.5;155.3000031;171.1999969;1619177.125;1785202.125;0.0;474553.5938;1619177.0;0.0;0.0;11.29;0.33
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1980;1.0;3;34545;0;34545;Office;34545.0;none;0.0;none;0.0;29.0;67.0;67.0;210.3000031;210.3000031;2313978.75;2313978.75;0.0;678188.3125;2313979.0;0.0;0.0;16.13;0.47
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1980;1.0;3;70296;0;70296;Office;70296.0;none;0.0;none;0.0;86.0;39.59999847;42.90000153;124.3000031;134.8000031;2782066.5;3018885.75;0.0;815377.0;2782066.0;0.0;0.0;19.39;0.28
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1902;1.0;4;27838;0;27838;Office;27838.0;none;0.0;none;0.0;77.0;43.70000076;45.40000153;137.3000031;142.6999969;1217509.125;1265151.625;0.0;356831.5;1217509.0;0.0;0.0;8.49;0.3
NonResidential;Distribution Center;DELRIDGE;1971;2.0;2;28368;0;28368;Distribution Center;35300.0;Office;9408.0;none;0.0;;41.5;43.20000076;113.0999985;114.8000031;1856230.625;1931830.75;0.0;435559.9063;1486130.0;3700.999512;370100.0;30.02;1.06
NonResidential;Other;NORTHWEST;1964;1.0;2;92080;0;92080;Other;92129.0;none;0.0;none;0.0;;56.0;58.29999924;130.8999939;133.3000031;5155090.5;5368434.5;0.0;931812.6875;3179345.0;19757.45117;1975745.0;127.1;1.38
NonResidential;Other;NORTHWEST;1961;1.0;1;20236;0;20236;Other - Recreation;20236.0;none;0.0;none;0.0;;97.09999847;103.1999969;224.6000061;236.1999969;1965182.25;2089365.125;0.0;348014.0938;1187424.0;7777.580078;777758.0;49.58;2.45
NonResidential;Small- and Mid-Sized Office;NORTHWEST;1951;1.0;2;39815;0;39815;Office;27118.0;Non-Refrigerated Warehouse;12697.0;none;0.0;62.0;51.5;54.20000076;132.1999969;135.1000061;2050600.75;2158188.5;0.0;436345.5;1488811.0;5617.898926;561790.0;40.22;1.01
Nonresidential COS;Other;NORTHWEST;1970;1.0;4;25557;0;25557;Residential Care Facility;25557.0;none;0.0;none;0.0;;89.19999695;89.19999695;280.2000122;280.2000122;2280352.5;2280352.5;0.0;668333.0;2280352.0;0.0;0.0;15.9;0.62
Nonresidential COS;Other;NORTHWEST;1958;1.0;2;26994;0;26994;Other - Services;16243.0;Office;10751.0;none;0.0;;114.0;123.0;187.8999939;197.3999939;3076813.25;3320817.0;0.0;258400.2969;881662.0;21951.51367;2195151.0;122.73;4.55
NonResidential;Warehouse;NORTHWEST;1972;1.0;1;48112;0;48112;Non-Refrigerated Warehouse;48112.0;none;0.0;none;0.0;73.0;30.89999962;30.39999962;97.0;95.5;1485945.875;1463960.0;0.0;435505.8125;1485946.0;0.0;0.0;10.36;0.22
NonResidential;Other;NORTHWEST;2009;1.0;1;20909;0;20909;Other - Public Services;19050.0;Parking;0.0;none;0.0;;63.40000153;68.09999847;141.0;145.8999939;1208029.25;1296995.0;0.0;198830.9063;678411.0;5296.180176;529618.0;32.86;1.57
NonResidential;Small- and Mid-Sized Office;NORTHWEST;2001;1.0;2;42793;16518;26275;Office;26275.0;Parking;16518.0;none;0.0;27.0;67.40000153;71.19999695;211.8000031;223.6000061;1772188.5;1871245.75;0.0;519398.6875;1772188.0;0.0;0.0;12.35;0.29
NonResidential;Other;NORTHWEST;2007;1.0;2;45000;0;45000;Other - Recreation;45000.0;none;0.0;none;0.0;;131.3999939;135.6999969;276.1000061;280.5;5912066.0;6104259.5;0.0;871532.375;2973668.0;29383.96875;2938397.0;176.79;3.93
NonResidential;Retail Store;NORTHWEST;1998;1.0;1;26115;0;26115;Retail Store;26115.0;none;0.0;none;0.0;43.0;64.69999695;67.40000153;159.8000031;161.5;1689372.625;1760626.0;0.0;336562.0;1148350.0;5410.230469;541023.0;36.74;1.41
NonResidential;Worship Facility;NORTHEAST;1949;1.0;1;26033;0;26033;Worship Facility;30044.0;Parking;0.0;none;0.0;78.0;38.20000076;44.70000076;63.79999924;72.30000305;1149140.25;1343672.875;0.0;99743.0;340323.0;8088.169922;808817.0;45.33;1.74
NonResidential;K-12 School;MAGNOLIA / QUEEN ANNE;2007;1.0;4;48660;0;48660;K-12 School;49468.0;none;0.0;none;0.0;82.0;38.0;42.79999924;74.69999695;80.40000153;1881516.125;2115259.0;0.0;241063.5938;822509.0;10590.07031;1059007.0;61.98;1.27
NonResidential;Residence Hall;DOWNTOWN;1909;1.0;4;29796;0;29796;Residence Hall/Dormitory;29796.0;none;0.0;none;0.0;47.0;75.0;77.5;138.0;140.6999969;2233262.0;2309752.75;0.0;247893.2969;845812.0;13874.5;1387450.0;79.58;2.67
NonResidential;Retail Store;DOWNTOWN;1920;1.0;2;26400;0;26400;Retail Store;14428.0;Office;7200.0;Parking;2788.0;36.0;45.5;46.90000153;121.3000031;121.1999969;983595.875;1013921.625;0.0;223084.0938;761163.0;2224.330078;222433.0;17.12;0.65
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1918;1.0;3;38148;0;38148;Office;37853.0;Retail Store;12495.0;none;0.0;98.0;25.10000038;25.10000038;78.69999695;78.69999695;1262255.75;1262255.75;0.0;369945.9063;1262255.0;0.0;0.0;8.8;0.23
NonResidential;Mixed Use Property;LAKE UNION;1928;1.0;2;28800;0;28800;Non-Refrigerated Warehouse;14400.0;Office;14400.0;none;0.0;;15.89999962;18.10000038;34.79999924;37.09999847;456953.0;521523.1875;0.0;73068.89844;249311.0;2076.419678;207642.0;12.77;0.44
NonResidential;Worship Facility;MAGNOLIA / QUEEN ANNE;1955;1.0;5;31945;0;31945;Worship Facility;31945.0;Parking;0.0;none;0.0;4.0;56.5;56.5;177.6000061;177.6000061;1806468.0;1806468.0;0.0;529445.375;1806468.0;0.0;0.0;12.59;0.39
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1985;1.0;5;85963;33055;52908;Office;52908.0;Parking;33055.0;none;0.0;43.0;84.69999695;84.69999695;265.8999939;265.8999939;4480961.0;4480961.0;0.0;1313294.375;4480960.0;0.0;0.0;31.24;0.36
NonResidential;Retail Store;DOWNTOWN;1900;1.0;4;34680;0;34680;Retail Store;34680.0;none;0.0;none;0.0;92.0;33.70000076;36.29999924;82.09999847;86.90000153;1169948.875;1259828.25;0.0;227136.5;774990.0;3949.589844;394959.0;26.38;0.76
NonResidential;Worship Facility;DOWNTOWN;1968;1.0;3;75058;34510;40548;Worship Facility;75058.0;none;0.0;none;0.0;24.0;74.40000153;82.69999695;107.5999985;116.3000031;5587347.0;6207115.5;0.0;309820.3125;1057107.0;45302.39844;4530240.0;247.97;3.3
NonResidential;Retail Store;DOWNTOWN;1915;1.0;1;36504;0;36504;Retail Store;16200.0;none;0.0;none;0.0;2.0;129.6999969;132.6000061;390.1000061;393.1000061;2100982.75;2147472.5;0.0;576932.375;1968493.0;1324.889771;132489.0;20.76;0.57
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1907;1.0;6;35200;0;35200;Office;35200.0;none;0.0;none;0.0;8.0;85.19999695;85.19999695;267.5;267.5;2998208.25;2998208.25;0.0;878724.5;2998208.0;0.0;0.0;20.9;0.59
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1907;1.0;5;35840;0;35840;Office;35840.0;none;0.0;none;0.0;83.0;42.90000153;48.09999847;87.30000305;92.69999695;1538750.625;1724638.75;0.0;211969.4063;723240.0;8155.110352;815511.0;48.35;1.35
NonResidential;Other;DOWNTOWN;1941;1.0;2;25920;0;25920;Bank Branch;23230.0;none;0.0;none;0.0;60.0;57.40000153;58.40000153;180.1999969;183.3999939;1333432.125;1356947.75;0.0;390806.5938;1333432.0;0.0;0.0;9.3;0.36
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1928;1.0;4;30525;0;30525;Office;15609.0;Retail Store;6104.0;none;0.0;17.0;132.8000031;137.8000031;349.0;355.0;2883139.0;2991557.25;762032.8125;621660.625;2121106.0;0.0;0.0;73.61;2.41
NonResidential;Other;EAST;1964;1.0;4;49243;0;49243;Other/Specialty Hospital;52284.0;none;0.0;none;0.0;;162.1000061;162.3999939;472.5;472.7999878;8476183.0;8491346.0;0.0;2215881.5;7560588.0;9155.942383;915594.0;101.34;2.06
NonResidential;Other;EAST;1912;0.0;3;20411;0;20411;Social/Meeting Hall;20411.0;none;0.0;none;0.0;;98.69999695;105.0999985;183.0;189.6999969;2014475.875;2145049.5;0.0;227122.7031;774943.0;12395.33008;1239533.0;71.23;3.49
NonResidential;Medical Office;EAST;1962;1.0;2;30855;10285;20570;Medical Office;21571.0;none;0.0;none;0.0;2.0;136.6000061;145.1000061;292.3999939;298.5;2946756.25;3129807.0;0.0;450699.8125;1537788.0;14089.68457;1408968.0;85.55;2.77
NonResidential;Small- and Mid-Sized Office;EAST;1910;1.0;3;73549;0;73549;Office;41632.0;Worship Facility;31917.0;none;0.0;90.0;38.5;43.59999847;66.69999695;72.19999695;2828950.5;3209164.5;0.0;271858.3125;927581.0;19013.69922;1901370.0;107.45;1.46
NonResidential;Other;EAST;1988;1.0;5;45780;11400;34380;Other - Education;45780.0;Parking;4500.0;none;0.0;;236.6999969;252.1000061;509.0;527.5999756;10834087.0;11542708.0;5473370.5;1554939.625;5305454.0;552.6221924;55262.0;462.4;10.1
NonResidential;Medical Office;EAST;1963;0.0;3;39115;0;39115;Medical Office;50000.0;none;0.0;none;0.0;42.0;74.69999695;76.80000305;203.8000031;205.8999939;3735308.5;3838425.0;0.0;878757.3125;2998320.0;7369.880859;736988.0;60.04;1.53
NonResidential;Other;EAST;1916;1.0;3;38038;0;38038;Other - Entertainment/Public Assembly;35886.0;Office;1184.0;Food Service;436.0;;29.5;33.5;57.5;62.79999924;1107290.625;1255324.0;682047.625;124631.6016;425243.0;0.0;0.0;55.61;1.46
NonResidential;Worship Facility;EAST;1962;1.0;3;37796;0;37796;Worship Facility;53000.0;Parking;17600.0;none;0.0;55.0;46.5;52.29999924;87.69999695;96.0;2465983.5;2769792.0;1379517.75;259038.0;883838.0;2026.280029;202628.0;123.41;3.27
Nonresidential COS;Small- and Mid-Sized Office;Ballard;1993;1.0;1;27744;0;27744;Office;18380.0;Other;6060.0;Data Center;3304.0;;193.0;193.0;606.2000122;606.2000122;5355753.0;5355753.0;0.0;1569681.25;5355752.0;0.0;0.0;37.34;1.35
NonResidential;Warehouse;BALLARD;1960;1.0;1;36444;0;36444;Non-Refrigerated Warehouse;36444.0;none;0.0;none;0.0;80.0;4.400000095;4.599999905;13.89999962;14.60000038;161311.0938;169464.0938;0.0;47277.60156;161311.0;0.0;0.0;1.12;0.03
NonResidential;Warehouse;BALLARD;1950;1.0;1;27553;0;27553;Non-Refrigerated Warehouse;27553.0;none;0.0;none;0.0;63.0;35.09999847;38.29999924;69.30000305;72.59999847;966677.125;1054377.75;0.0;125320.0;427592.0;5390.851074;539085.0;31.61;1.15
NonResidential;Distribution Center;BALLARD;1951;3.0;1;57310;0;57310;Distribution Center;57310.0;none;0.0;none;0.0;;21.89999962;24.39999962;48.0;51.20000076;1253745.5;1395637.75;0.0;201467.9063;687408.0;5663.370117;566337.0;34.87;0.61
NonResidential;Mixed Use Property;LAKE UNION;1920;1.0;2;25920;0;25920;Office;10109.0;Other - Services;7016.0;Restaurant;3609.0;;38.20000076;41.29999924;102.9000015;109.0999985;989079.5;1071271.0;0.0;228407.2031;779325.0;2097.540039;209754.0;16.57;0.64
NonResidential;Restaurant;LAKE UNION;1919;1.0;3;40686;0;40686;Restaurant;40686.0;none;0.0;none;0.0;;51.79999924;53.79999924;97.59999847;99.40000153;2106073.5;2188575.25;0.0;246785.5;842032.0;12640.41016;1264041.0;73.0;1.79
NonResidential;Retail Store;LAKE UNION;1964;1.0;2;45271;0;45271;Retail Store;45271.0;none;0.0;none;0.0;57.0;56.40000153;64.30000305;112.1999969;119.0999985;2553763.5;2912179.5;0.0;336123.5;1146853.0;14069.10059;1406910.0;82.72;1.83
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1920;1.0;3;28380;12180;16200;Office;28380.0;none;0.0;none;0.0;62.0;48.40000153;53.0;110.0;114.9000015;1372213.375;1503529.375;0.0;235730.7031;804313.0;5679.0;567900.0;35.77;1.26
NonResidential;Large Office;LAKE UNION;2009;1.0;5;508160;0;508160;Office;329850.0;Parking;162894.0;Food Service;11846.0;77.0;82.09999847;82.09999847;219.1000061;219.1000061;28053172.0;28053172.0;0.0;6367309.0;21725258.0;63279.09766;6327910.0;487.53;0.96
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1926;1.0;3;26176;0;26176;Office;23730.0;none;0.0;none;0.0;95.0;40.70000076;45.29999924;79.59999847;84.30000305;966907.375;1074761.125;0.0;122371.7031;417532.0;5493.749512;549375.0;32.09;1.23
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1926;1.0;1;37740;0;37740;Office;37481.0;Parking;0.0;none;0.0;1.0;198.6000061;197.8999939;597.4000244;588.4000244;7442314.5;7419337.0;0.0;2044020.25;6974197.0;4681.168945;468117.0;73.48;1.95
Nonresidential COS;Other;MAGNOLIA / QUEEN ANNE;1961;1.0;1;26000;0;26000;Other;49847.0;none;0.0;none;0.0;;105.9000015;114.6999969;250.8999939;261.6000061;5277482.5;5719698.0;2097789.75;931914.625;3179693.0;0.0;0.0;184.09;7.08
NonResidential;Worship Facility;MAGNOLIA / QUEEN ANNE;2009;1.0;3;23241;0;23241;Worship Facility;23241.0;none;0.0;none;0.0;66.0;31.79999924;34.0;69.69999695;71.90000153;739210.5;789925.875;0.0;118247.2031;403459.0;3357.51001;335751.0;20.64;0.89
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1962;1.0;1;155795;0;155795;Other;155795.0;none;0.0;none;0.0;;113.4000015;121.0;317.6000061;330.7999878;17673018.0;18847708.0;0.0;4337207.5;14798552.0;28744.64648;2874465.0;255.83;1.64
Nonresidential COS;Other;MAGNOLIA / QUEEN ANNE;2002;1.0;1;21018;0;21018;Other;21018.0;none;0.0;none;0.0;;83.80000305;85.09999847;246.8999939;248.5;1761137.5;1789470.75;175780.0;464641.6875;1585357.0;0.0;0.0;24.62;1.17
Nonresidential COS;Other;MAGNOLIA / QUEEN ANNE;1998;1.0;1;30533;0;30533;Museum;28631.0;none;0.0;none;0.0;;206.1999969;216.3000031;408.5;415.0;5903015.0;6193701.5;0.0;771077.5;2630916.0;32720.98242;3272098.0;192.12;6.29
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1961;1.0;2;33971;0;33971;Other - Recreation;50000.0;none;0.0;none;0.0;;353.7000122;363.2999878;747.7000122;757.9000244;17686444.0;18163924.0;0.0;2638550.75;9002735.0;86837.08594;8683709.0;523.95;15.42
Nonresidential COS;Other;MAGNOLIA / QUEEN ANNE;1992;1.0;2;40600;0;40600;Other;33000.0;none;0.0;none;0.0;;56.40000153;56.0;174.6000061;174.3999939;2485521.0;2470816.0;137900.0;442413.1875;1509514.0;3745.369629;374537.0;41.06;1.01
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1999;1.0;4;38038;0;38038;Office;38038.0;Parking;19600.0;none;0.0;84.0;52.70000076;53.59999847;165.3999939;168.3999939;2003807.75;2040142.0;0.0;587282.375;2003807.0;0.0;0.0;13.97;0.37
NonResidential;Small- and Mid-Sized Office;LAKE UNION;2007;1.0;4;64596;24596;40000;Office;41591.0;Parking;21350.0;none;0.0;92.0;60.70000076;65.90000153;125.0;130.3999939;2524228.25;2739358.75;0.0;357410.9063;1219486.0;13047.41992;1304742.0;77.8;1.2
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1928;1.0;3;41466;6062;35404;Office;35404.0;Laboratory;5000.0;Parking;1250.0;1.0;227.5;228.3999939;523.7000122;516.5;9190442.0;9228577.0;0.0;1613918.25;5506689.0;36837.52344;3683752.0;234.03;5.64
NonResidential;Large Office;LAKE UNION;2013;1.0;6;130710;100800;29910;Office;120548.0;Parking;88960.0;Bank Branch;5436.0;92.0;56.79999924;56.79999924;166.3000031;166.3000031;7429423.0;7429423.0;0.0;1956935.25;6677063.0;7523.589844;752359.0;86.51;0.66
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1926;1.0;4;35780;0;35780;Office;22341.0;Retail Store;8214.0;Parking;5225.0;77.0;62.59999847;64.80000305;196.6000061;203.3999939;1912760.75;1979164.25;0.0;560598.0;1912760.0;0.0;0.0;13.33;0.37
NonResidential;Mixed Use Property;MAGNOLIA / QUEEN ANNE;1964;1.0;4;25132;7308;17824;Office;8061.0;Parking;8000.0;Restaurant;2095.0;41.0;55.59999847;57.70000076;174.6000061;181.1999969;564754.1875;585965.6875;0.0;165520.0;564754.0;0.0;0.0;3.94;0.16
Nonresidential COS;Other;DOWNTOWN;1966;1.0;1;49680;0;49680;Other;49680.0;none;0.0;none;0.0;;57.29999924;58.20000076;119.5;120.6999969;2844685.0;2890473.75;1427730.0;383969.8125;1310105.0;0.0;0.0;119.34;2.4
Nonresidential COS;Other;DOWNTOWN;1962;1.0;1;36314;0;36314;Other;36314.0;none;0.0;none;0.0;;50.5;51.90000153;117.5999985;119.0999985;1832808.75;1882952.875;204650.0;325448.5938;1110431.0;3915.779785;391578.0;44.33;1.22
NonResidential;Other;DOWNTOWN;1916;1.0;2;25920;0;25920;Other - Entertainment/Public Assembly;11888.0;Restaurant;4329.0;Retail Store;4029.0;;62.09999847;60.79999924;195.1000061;190.8999939;1257774.625;1230670.25;0.0;368632.5938;1257774.0;0.0;0.0;8.77;0.34
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1919;1.0;4;47686;0;47686;Office;25500.0;Retail Store;8500.0;none;0.0;72.0;60.90000153;65.40000153;140.1999969;145.5;2071670.25;2223121.25;897694.0;344072.6875;1173976.0;0.0;0.0;77.48;1.62
Campus;Mixed Use Property;DOWNTOWN;1900;1.0;2;49280;0;49280;Retail Store;15614.0;Restaurant;9240.0;Social/Meeting Hall;8199.0;;110.3000031;111.0;290.8999939;293.0;5437110.5;5469793.5;0.0;1209992.875;4128496.0;13086.14063;1308614.0;98.28;1.99
Campus;Restaurant;DOWNTOWN;1912;1.0;2;25380;0;25380;Restaurant;17114.0;Food Sales;6426.0;Office;1840.0;;271.8999939;270.6000061;549.2000122;545.2000122;6901554.0;6868711.5;0.0;938533.8125;3202277.0;36992.76563;3699277.0;218.79;8.62
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1915;1.0;6;40715;0;40715;Office;20895.0;Retail Store;16260.0;Non-Refrigerated Warehouse;3560.0;;69.5;70.69999695;190.1000061;193.8999939;2827772.75;2877728.5;0.0;668858.625;2282146.0;5456.27002;545627.0;44.89;1.1
NonResidential;Mixed Use Property;DOWNTOWN;1990;1.0;4;82065;34800;47265;Parking;36036.0;Office;27594.0;Retail Store;13945.0;91.0;41.29999924;43.79999924;129.8000031;137.5;1717130.875;1818635.25;0.0;503262.1875;1717131.0;0.0;0.0;11.97;0.15
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1910;1.0;4;36160;0;36160;Office;36160.0;none;0.0;none;0.0;47.0;51.5;53.20000076;161.6999969;166.8999939;1862176.875;1921962.0;0.0;545772.8125;1862177.0;0.0;0.0;12.98;0.36
NonResidential;Mixed Use Property;DOWNTOWN;1918;1.0;1;34617;0;34617;Other - Restaurant/Bar;6455.0;Office;5813.0;Manufacturing/Industrial Plant;5581.0;;148.3999939;148.0;325.2000122;324.0;5136604.5;5123179.0;0.0;822388.375;2805989.0;23306.15039;2330615.0;143.34;4.14
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1909;1.0;5;66900;0;66900;Office;68048.0;none;0.0;none;0.0;100.0;24.0;24.0;73.59999847;73.59999847;1634178.25;1634178.25;0.0;461583.0;1574921.0;592.5700073;59257.0;14.13;0.21
NonResidential;Mixed Use Property;DOWNTOWN;1910;1.0;3;29340;0;29340;Office;12714.0;Multifamily Housing;11592.0;Restaurant;2836.0;;79.59999847;87.30000305;148.1999969;157.6000061;2160420.0;2370772.25;0.0;246140.7031;839832.0;13205.87988;1320588.0;75.99;2.59
NonResidential;Other;DOWNTOWN;1930;0.0;2;22710;0;22710;Food Service;22710.0;none;0.0;none;0.0;;12.69999981;12.69999981;39.79999924;39.79999924;287763.5;287763.5;0.0;84338.60156;287763.0;0.0;0.0;2.01;0.09
NonResidential;Small- and Mid-Sized Office;LAKE UNION;2000;1.0;3;50499;13540;36959;Office;36959.0;Parking;13540.0;none;0.0;13.0;86.69999695;86.69999695;272.2000122;272.2000122;3205182.5;3205182.5;0.0;938676.375;3202764.0;24.18000031;2418.0;22.46;0.44
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1964;1.0;5;54465;9605;44860;Office;57972.0;Parking;0.0;none;0.0;68.0;62.09999847;63.09999847;182.3999939;183.5;3600571.25;3658985.5;0.0;952872.1875;3251200.0;3493.709961;349371.0;41.22;0.76
NonResidential;K-12 School;EAST;1930;1.0;2;45960;0;45960;K-12 School;45960.0;none;0.0;none;0.0;56.0;90.69999695;102.5;133.1999969;145.6000061;4167253.75;4711474.0;0.0;244618.4063;834638.0;33326.16016;3332616.0;182.81;3.98
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1959;1.0;2;21128;0;21128;Office;21128.0;none;0.0;none;0.0;97.0;20.70000076;20.70000076;64.90000153;64.90000153;436604.0938;436604.0938;0.0;127961.2969;436604.0;0.0;0.0;3.04;0.14
NonResidential;Mixed Use Property;LAKE UNION;2008;1.0;4;274442;0;274442;Hotel;108763.0;Parking;105499.0;Multifamily Housing;58152.0;;54.20000076;56.29999924;128.1999969;132.6000061;9155568.0;9512996.0;0.0;1689621.25;5764988.0;33905.78906;3390579.0;220.26;0.8
NonResidential;Small- and Mid-Sized Office;LAKE UNION;2013;1.0;3;51552;0;51552;Office;54150.0;Data Center;650.0;none;0.0;;28.10000038;28.10000038;88.19999695;88.19999695;1539066.375;1539066.375;0.0;451074.5;1539066.0;0.0;0.0;10.73;0.21
NonResidential;Hotel;LAKE UNION;1959;1.0;4;38520;0;38520;Hotel;38500.0;none;0.0;none;0.0;37.0;72.80000305;74.69999695;163.1999969;168.8999939;2804534.0;2874815.0;0.0;468135.6875;1597279.0;12072.5498;1207255.0;75.25;1.95
NonResidential;Hotel;LAKE UNION;1961;1.0;3;29186;4256;24930;Hotel;19000.0;none;0.0;none;0.0;95.0;45.59999847;45.59999847;85.69999695;85.69999695;867184.375;867184.375;0.0;100596.0;343234.0;5239.509766;523951.0;30.22;1.04
NonResidential;Worship Facility;LAKE UNION;1960;1.0;1;27338;0;27338;Worship Facility;27338.0;none;0.0;none;0.0;56.0;21.29999924;25.0;66.80000305;78.40000153;581289.0;682542.8125;0.0;170366.0;581289.0;0.0;0.0;4.05;0.15
NonResidential;Other;EAST;1999;1.0;2;85750;65640;20110;Parking;65000.0;K-12 School;20000.0;none;0.0;;102.3000031;113.9000015;177.3000031;191.6999969;2045592.0;2278550.5;0.0;196193.7031;669413.0;13761.79004;1376179.0;77.76;0.91
NonResidential;Laboratory;MAGNOLIA / QUEEN ANNE;1962;1.0;2;34416;0;34416;Laboratory;20649.0;Office;13767.0;Parking;2000.0;;349.1000061;363.6000061;650.5;657.2000122;12015936.0;12512916.0;0.0;1370281.25;4675400.0;73405.35156;7340535.0;422.45;12.27
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1930;1.0;3;45864;0;45864;Office;45864.0;none;0.0;none;0.0;94.0;56.5;66.19999695;81.19999695;91.40000153;2590622.0;3034554.5;0.0;140782.5;480350.0;21102.7207;2110272.0;115.43;2.52
NonResidential;K-12 School;NORTHWEST;1999;1.0;2;49252;0;49252;K-12 School;61099.0;none;0.0;none;0.0;23.0;57.09999847;63.40000153;119.4000015;127.1999969;3485865.5;3870672.5;0.0;509598.3125;1738749.0;17471.16016;1747116.0;104.91;2.13
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1987;1.0;3;33176;0;33176;Office;33176.0;Parking;15000.0;none;0.0;89.0;43.0;45.59999847;99.5;102.1999969;1426279.5;1513388.25;0.0;252767.0938;862441.0;5638.379883;563838.0;35.96;1.08
NonResidential;Retail Store;LAKE UNION;1993;1.0;3;25194;3764;21430;Retail Store;10751.0;Medical Office;8044.0;Office;2635.0;;87.69999695;92.40000153;184.6999969;188.0;1878742.875;1980961.25;0.0;278437.5;950029.0;9287.139648;928714.0;55.95;2.22
NonResidential;Worship Facility;GREATER DUWAMISH;1977;1.0;99;21948;0;21948;Worship Facility;21948.0;none;0.0;none;0.0;80.0;14.89999962;14.89999962;46.59999847;46.59999847;326001.1875;326001.1875;0.0;95545.5;326001.0;0.0;0.0;2.27;0.1
NonResidential;Other;EAST;1927;1.0;3;31191;0;31191;Other - Recreation;30095.0;Self-Storage Facility;1096.0;none;0.0;;188.3999939;192.8000031;407.1000061;407.7999878;5876439.0;6014124.0;0.0;915490.5;3123654.0;27527.84961;2752785.0;167.98;5.39
NonResidential;Other;NORTH;1947;1.0;1;37377;0;37377;Repair Services (Vehicle, Shoe, Locksmith, etc);31303.0;Retail Store;3468.0;Office;840.0;;85.40000153;98.69999695;153.0;167.0;3040978.0;3515178.25;0.0;316191.3125;1078845.0;19621.33008;1962133.0;111.73;2.99
NonResidential;Warehouse;GREATER DUWAMISH;1977;1.0;1;29380;0;29380;Non-Refrigerated Warehouse;16768.0;Office;6837.0;Other;5775.0;33.0;29.10000038;29.89999962;91.5;93.90000153;856088.625;878933.3125;0.0;250905.2031;856089.0;0.0;0.0;5.97;0.2
NonResidential;Worship Facility;EAST;1922;1.0;2;22688;0;22688;Worship Facility;22688.0;none;0.0;none;0.0;87.0;14.60000038;17.29999924;36.40000153;41.5;331675.0;391818.4063;0.0;67007.0;228628.0;1030.469971;103047.0;7.07;0.31
